Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Pathovar	Race	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Barcode
PSE_AA3865AA	MAFF212209	DRR122960;ILLUMINA;Paired;342;DRX115813;SRA				2015	4	21		Asia	Japan			Takamatsu		34.252425	133.989913	KAGAWA	Pseudomonas syringae				PRJDB6661	DRP004032	SAMD00111867	DRS058441	2023-05-14	2018-02-06	PSE_AA3865AA	Assembled	763.2	5.1	48393	6185393	Pseudomonas syringae;100.0%	307	1058	PSE_AA0693AA_AS
PSE_AA3866AA	MAFF212212	DRR122959;ILLUMINA;Paired;354;DRX115812;SRA				2015	4	22		Asia	Japan			Zentsuji		34.213702	133.754562	KAGAWA	Pseudomonas syringae				PRJDB6661	DRP004032	SAMD00111866	DRS058440	2023-05-14	2018-02-06	PSE_AA3866AA	Assembled	815.6	5.1	51706	6184930	Pseudomonas syringae;100.0%	312	1016	PSE_AA0694AA_AS
PSE_AA3867AA	MAFF212211	DRR122958;ILLUMINA;Paired;344;DRX115811;SRA				2015	4	22		Asia	Japan			Zentsuji		34.213702	133.754562	KAGAWA	Pseudomonas syringae				PRJDB6661	DRP004032	SAMD00111865	DRS058439	2023-05-14	2018-02-06	PSE_AA3867AA	Assembled	786.8	5.1	51706	6183734	Pseudomonas syringae;100.0%	307	946	PSE_AA0695AA_AS
PSE_AA3868AA	MAFF212210	DRR122957;ILLUMINA;Paired;338;DRX115810;SRA				2015	4	22		Asia	Japan			Zentsuji		34.213702	133.754562	KAGAWA	Pseudomonas syringae				PRJDB6661	DRP004032	SAMD00111864	DRS058438	2023-05-14	2018-02-06	PSE_AA3868AA	Assembled	761.7	5.1	48395	6185003	Pseudomonas syringae;100.0%	310	941	PSE_AA0696AA_AS
PSE_AA3869AA	MAFF212208	DRR122956;ILLUMINA;Paired;334;DRX115809;SRA				2016	6	6		Asia	Japan			Zentsuji		34.21307	133.439465	KAGAWA	Pseudomonas syringae				PRJDB6661	DRP004032	SAMD00111863	DRS058437	2023-05-14	2018-02-06	PSE_AA3869AA	Assembled	781.1	5.1	38816	6094868	Pseudomonas syringae;99.2%	369	1018	PSE_AA0697AA_AS
PSE_AA3870AA	MAFF212207	DRR122955;ILLUMINA;Paired;338;DRX115808;SRA				2016	5	23		Asia	Japan			Zentsuji		34.21307	133.439465	KAGAWA	Pseudomonas syringae				PRJDB6661	DRP004032	SAMD00111862	DRS058436	2023-05-14	2018-02-06	PSE_AA3870AA	Assembled	807.4	5.1	38816	6095909	Pseudomonas syringae;99.2%	374	823	PSE_AA0698AA_AS
PSE_AA3871AA	MAFF212206	DRR122954;ILLUMINA;Paired;360;DRX115807;SRA				2016	5	23		Asia	Japan			Zentsuji		34.21307	133.439465	KAGAWA	Pseudomonas syringae				PRJDB6661	DRP004032	SAMD00111861	DRS058435	2023-05-14	2018-02-06	PSE_AA3871AA	Assembled	789.5	5.1	38997	6095011	Pseudomonas syringae;99.2%	375	969	PSE_AA0699AA_AS
PSE_AA3876AA	CFBP 7285	SRR5285456;ILLUMINA;Paired;;SRX2589000;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Jin Tao'	2008				Europe	Italy	Veneto						Massey University	Pseudomonas syringae				PRJNA376777	SRP100710	SAMN06446480	SRS2001958	2023-05-14	2017-03-02	PSE_AA3876AA	Assembled	37.1	5.1	39062	6151594	Pseudomonas syringae;100.0%	389	3462	PSE_AA0489AA_AS
PSE_AA3877AA	CFBP 7287	SRR5285455;ILLUMINA;Paired;;SRX2588999;SRA	Environment	Plant	Actinidia chinensis var. deliciosa 'Hayward'	2008				Europe	Italy	Lazio						Massey University	Pseudomonas syringae				PRJNA376777	SRP100710	SAMN06446481	SRS2001957	2023-05-14	2017-03-02	PSE_AA3877AA	Assembled	73.1	5.1	43332	6148658	Pseudomonas syringae;100.0%	346	1892	PSE_AA0490AA_AS
PSE_AA3878AA	KN.2	SRR5285454;ILLUMINA;Paired;;SRX2588998;SRA	Environment	Plant	Actinidia chinensis var. deliciosa	1997				Asia	South Korea							Massey University	Pseudomonas syringae				PRJNA376777	SRP100710	SAMN06446482	SRS2001956	2023-05-14	2017-03-02	PSE_AA3878AA	Assembled	17.7	5.1	30045	5920988	Pseudomonas syringae;99.43%	407	39134	PSE_AA0491AA_AS
PSE_AA3879AA	346	SRR5285453;ILLUMINA;Paired;;SRX2588997;SRA	Environment	Plant	Actinidia chinensis var. deliciosa 'Summer'	2010				Europe	Portugal							Massey University	Pseudomonas syringae				PRJNA376777	SRP100710	SAMN06446483	SRS2001955	2023-05-14	2017-03-02	PSE_AA3879AA	Assembled	43.8	5.1	40490	6146872	Pseudomonas syringae;100.0%	374	2704	PSE_AA0492AA_AS
PSE_AA3889AA	C3	SRR5196224;ILLUMINA;Paired;;SRX2511888;SRA	Environment	Plant	Actinidia chinensis var. deliciosa 'Hayward'	2012				Asia	China	Shaanxi		Zhouzhi County				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197031	SRS1935581	2023-05-14	2017-02-17	PSE_AA3889AA	Assembled	215.3	5.1	52652	6223150	Pseudomonas syringae;100.0%	300	1534	PSE_AA0502AA_AS
PSE_AA3890AA	C10	SRR5196223;ILLUMINA;Paired;;SRX2511887;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2012				Asia	China	Sichuan	Shifang City	Deyang City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197048	SRS1935580	2023-05-14	2017-02-17	PSE_AA3890AA	Assembled	174.2	5.1	49982	6104798	Pseudomonas syringae;99.83%	279	1614	PSE_AA0503AA_AS
PSE_AA3891AA	C11	SRR5196222;ILLUMINA;Paired;;SRX2511886;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2012				Asia	China	Sichuan	Shifang City	Deyang City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197049	SRS1935579	2023-05-14	2017-02-17	PSE_AA3891AA	Assembled	133.6	5.1	53924	6169380	Pseudomonas syringae;99.83%	282	1576	PSE_AA0504AA_AS
PSE_AA3892AA	C12	SRR5196221;ILLUMINA;Paired;;SRX2511885;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2012				Asia	China	Sichuan	Shifang City	Deyang City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197050	SRS1935578	2023-05-14	2017-02-17	PSE_AA3892AA	Assembled	234.6	5.1	52798	6170751	Pseudomonas syringae;100.0%	277	1613	PSE_AA0505AA_AS
PSE_AA3893AA	C13	SRR5196220;ILLUMINA;Paired;;SRX2511884;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2012				Asia	China	Sichuan	Shifang City	Deyang City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197051	SRS1935577	2023-05-14	2017-02-17	PSE_AA3893AA	Assembled	87.4	5.1	48859	6107980	Pseudomonas syringae;99.83%	285	2327	PSE_AA0506AA_AS
PSE_AA3894AA	C14	SRR5196219;ILLUMINA;Paired;;SRX2511883;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2012				Asia	China	Sichuan	Shifang City	Deyang City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197052	SRS1935576	2023-05-14	2017-02-17	PSE_AA3894AA	Assembled	218.4	5.1	51078	6104757	Pseudomonas syringae;99.83%	282	1810	PSE_AA0507AA_AS
PSE_AA3895AA	C15	SRR5196218;ILLUMINA;Paired;;SRX2511882;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hort16A'	2012				Asia	China	Sichuan	Pengzhou	Chengdu City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197053	SRS1935575	2023-05-14	2017-02-17	PSE_AA3895AA	Assembled	247.4	5.1	54523	6236979	Pseudomonas syringae;99.52%	288	1445	PSE_AA0508AA_AS
PSE_AA3896AA	C16	SRR5196217;ILLUMINA;Paired;;SRX2511881;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2012				Asia	China	Hubei	Jianshi County					Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197054	SRS1935574	2023-05-14	2017-02-17	PSE_AA3896AA	Assembled	254	5.1	44299	6314281	Pseudomonas syringae;98.52%	302	1299	PSE_AA0509AA_AS
PSE_AA3897AA	C17	SRR5196216;ILLUMINA;Paired;;SRX2511880;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2012												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197055	SRS1935573	2023-05-14	2017-02-17	PSE_AA3897AA	Assembled	345.4	5.1	45227	6274184	Pseudomonas syringae;98.33%	312	1589	PSE_AA0510AA_AS
PSE_AA3898AA	C18	SRR5196215;ILLUMINA;Paired;;SRX2511879;SRA	Environment	Plant	Actinidia sp.	2012				Asia	China	Shaanxi	Mei County	Baoji City		34.2673343	107.7510938	Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197056	SRS1935572	2023-05-14	2017-02-17	PSE_AA3898AA	Assembled	247.4	5.1	56434	6213595	Pseudomonas syringae;99.49%	275	1824	PSE_AA0511AA_AS
PSE_AA3899AA	C24	SRR5196214;ILLUMINA;Paired;;SRX2511878;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197057	SRS1935571	2023-05-14	2017-02-17	PSE_AA3899AA	Assembled	188.1	5.1	54123	6203591	Pseudomonas syringae;99.66%	312	535	PSE_AA0711AA_AS
PSE_AA3900AA	C26	SRR5196213;ILLUMINA;Paired;;SRX2511877;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197058	SRS1935570	2023-05-14	2017-02-17	PSE_AA3900AA	Assembled	172.7	5.1	54248	6189973	Pseudomonas syringae;100.0%	301	608	PSE_AA0513AA_AS
PSE_AA3901AA	C27	SRR5196212;ILLUMINA;Paired;;SRX2511876;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197059	SRS1935569	2023-05-14	2017-02-17	PSE_AA3901AA	Assembled	124.3	5.1	54244	6189434	Pseudomonas syringae;99.84%	294	561	PSE_AA0514AA_AS
PSE_AA3902AA	C28	SRR5196211;ILLUMINA;Paired;;SRX2511875;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hongyang'	2014				Asia	China	Sichuan		Dujiangyan City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197060	SRS1935568	2023-05-14	2017-02-17	PSE_AA3902AA	Assembled	158.8	5.1	52884	6160021	Pseudomonas syringae;100.0%	299	739	PSE_AA0515AA_AS
PSE_AA3903AA	C29	SRR5196210;ILLUMINA;Paired;;SRX2511874;SRA	Environment	Plant	Actinidia chinensis var. deliciosa 'Hayward'	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197061	SRS1935567	2023-05-14	2017-02-17	PSE_AA3903AA	Assembled	152.3	5.1	48438	6168741	Pseudomonas syringae;100.0%	302	722	PSE_AA0516AA_AS
PSE_AA3904AA	C30	SRR5196209;ILLUMINA;Paired;;SRX2511873;SRA	Environment	Plant	Actinidia chinensis var. chinensis	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197062	SRS1935566	2023-05-14	2017-02-17	PSE_AA3904AA	Assembled	164.9	5.1	44742	6177607	Pseudomonas syringae;100.0%	318	979	PSE_AA0517AA_AS
PSE_AA3905AA	C31	SRR5196208;ILLUMINA;Paired;;SRX2511872;SRA	Environment	Plant	Actinidia chinensis var. chinensis	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197063	SRS1935565	2023-05-14	2017-02-17	PSE_AA3905AA	Assembled	138	5.1	48438	6167663	Pseudomonas syringae;100.0%	296	767	PSE_AA0518AA_AS
PSE_AA3906AA	C48	SRR5196207;ILLUMINA;Paired;;SRX2511871;SRA	Environment	Plant	Actinidia chinensis var. chinensis	2014				Asia	China	Hunan	Shimen County	Changde				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197064	SRS1935564	2023-05-14	2017-02-17	PSE_AA3906AA	Assembled	182.7	5.1	54069	6079003	Pseudomonas syringae;100.0%	291	492	PSE_AA0519AA_AS
PSE_AA3907AA	C54	SRR5196206;ILLUMINA;Paired;;SRX2511870;SRA	Environment	Plant	Actinidia chinensis var. deliciosa	2014				Asia	China	Guizhou	Panzhou	Liupanshui		26.01187475	104.51181372746862	Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197065	SRS1935562	2023-05-14	2017-02-17	PSE_AA3907AA	Assembled	193.3	5.1	52735	6192776	Pseudomonas syringae;99.16%	298	684	PSE_AA0520AA_AS
PSE_AA3908AA	C62	SRR5196205;ILLUMINA;Paired;;SRX2511869;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Jinyan'	2014				Asia	China	Guizhou	Liuzhi Special District	Liupanshui				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197066	SRS1935563	2023-05-14	2017-02-17	PSE_AA3908AA	Assembled	150.1	5.1	52620	6208396	Pseudomonas syringae;100.0%	312	727	PSE_AA0521AA_AS
PSE_AA3909AA	C66	SRR5196204;ILLUMINA;Paired;;SRX2511868;SRA	ND	Plant	Actinidia chinensis	2014				Asia	China	Hubei		Yichang				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197067	SRS1935561	2023-05-14	2017-02-17	PSE_AA3909AA	Assembled	228.2	5.1	54069	6178860	Pseudomonas syringae;100.0%	297	602	PSE_AA0522AA_AS
PSE_AA3910AA	C67	SRR5196203;ILLUMINA;Paired;;SRX2511867;SRA	ND	Plant	Actinidia chinensis	2012												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197068	SRS1935560	2023-05-14	2017-02-17	PSE_AA3910AA	Assembled	194.5	5.1	52620	6108639	Pseudomonas syringae;100.0%	292	634	PSE_AA0523AA_AS
PSE_AA3911AA	C68	SRR5196202;ILLUMINA;Paired;;SRX2511866;SRA	ND	Plant	Actinidia chinensis	2014				Asia	China	Guizhou	Liuzhi Special District	Liupanshui				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197069	SRS1935559	2023-05-14	2017-02-17	PSE_AA3911AA	Assembled	183.4	5.1	52558	6207959	Pseudomonas syringae;100.0%	307	598	PSE_AA0524AA_AS
PSE_AA3912AA	C69	SRR5196201;ILLUMINA;Paired;;SRX2511865;SRA	ND	Plant	Actinidia chinensis	2014				Asia	China	Shaanxi		Zhouzhi County				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197070	SRS1935558	2023-05-14	2017-02-17	PSE_AA3912AA	Assembled	162.6	5.1	52557	6221516	Pseudomonas syringae;100.0%	299	608	PSE_AA0525AA_AS
PSE_AA3913AA	C70	SRR5196200;ILLUMINA;Paired;;SRX2511864;SRA	ND	Plant	Actinidia chinensis	2014				Asia	China	Sichuan		Dujiangyan City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197071	SRS1935557	2023-05-14	2017-02-17	PSE_AA3913AA	Assembled	205.3	5.1	51750	6146812	Pseudomonas syringae;99.83%	296	639	PSE_AA0526AA_AS
PSE_AA3914AA	C73	SRR5196198;ILLUMINA;Paired;;SRX2511863;SRA	ND	Plant	Actinidia chinensis	2014				Asia	China	Sichuan		Dujiangyan City				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197072	SRS1935556	2023-05-14	2017-02-17	PSE_AA3914AA	Assembled	174.5	5.1	52880	6157565	Pseudomonas syringae;100.0%	299	647	PSE_AA0527AA_AS
PSE_AA3915AA	C74	SRR5196197;ILLUMINA;Paired;;SRX2511862;SRA	ND	Plant	Actinidia chinensis	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197073	SRS1935555	2023-05-14	2017-02-17	PSE_AA3915AA	Assembled	156.1	5.1	52786	6076038	Pseudomonas syringae;100.0%	289	535	PSE_AA0528AA_AS
PSE_AA3916AA	C75	SRR5196196;ILLUMINA;Paired;;SRX2511861;SRA	ND	Plant	Actinidia chinensis	2014												Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197074	SRS1935554	2023-05-14	2017-02-17	PSE_AA3916AA	Assembled	150.9	5.1	54178	6077773	Pseudomonas syringae;100.0%	293	565	PSE_AA0529AA_AS
PSE_AA3917AA	J38	SRR5196195;ILLUMINA;Paired;;SRX2511860;SRA	ND	Plant	Actinidia chinensis	2014				Asia	Japan							Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197075	SRS1935553	2023-05-14	2017-02-17	PSE_AA3917AA	Assembled	100.9	5.1	51782	6214509	Pseudomonas syringae;100.0%	294	1346	PSE_AA0530AA_AS
PSE_AA3918AA	J39	SRR5196194;ILLUMINA;Paired;;SRX2511859;SRA	Environment	Plant	Actinidia chinensis var. chinensis 'Hort16A'	2014				Asia	Japan							Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197076	SRS1935552	2023-05-14	2017-02-17	PSE_AA3918AA	Assembled	57.5	5.1	51923	6181256	Pseudomonas syringae;100.0%	289	2216	PSE_AA0531AA_AS
PSE_AA3919AA	K4	SRR5196193;ILLUMINA;Paired;;SRX2511858;SRA	ND	Plant	Actinidia chinensis	2014				Asia	South Korea							Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197077	SRS1935551	2023-05-14	2017-02-17	PSE_AA3919AA	Assembled	131.4	5.1	49942	6055530	Pseudomonas syringae;98.26%	241	1766	PSE_AA0532AA_AS
PSE_AA3920AA	K5	SRR5196192;ILLUMINA;Paired;;SRX2511857;SRA	ND	Plant	Actinidia chinensis	2014				Asia	South Korea		Jeju	Jeju-si				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197078	SRS1935549	2023-05-14	2017-02-17	PSE_AA3920AA	Assembled	64.1	5.1	51923	6179125	Pseudomonas syringae;100.0%	294	1960	PSE_AA0533AA_AS
PSE_AA3921AA	K6	SRR5196191;ILLUMINA;Paired;;SRX2511856;SRA	ND	Plant	Actinidia chinensis	2014				Asia	South Korea							Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197079	SRS1935548	2023-05-14	2017-02-17	PSE_AA3921AA	Assembled	64.9	5.1	45224	6098892	Pseudomonas syringae;97.93%	254	3033	PSE_AA0534AA_AS
PSE_AA3922AA	K7	SRR5196189;ILLUMINA;Paired;;SRX2511855;SRA	ND	Plant	Actinidia chinensis	2014				Asia	South Korea							Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197080	SRS1935550	2023-05-14	2017-02-17	PSE_AA3922AA	Assembled	79.8	5.1	52860	6255325	Pseudomonas syringae;99.68%	289	1727	PSE_AA0535AA_AS
PSE_AA3923AA	NZ35	SRR5196188;ILLUMINA;Paired;;SRX2511854;SRA	Environment	Plant	Actinidia sp.	2010				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197081	SRS1935546	2023-05-14	2017-02-17	PSE_AA3923AA	Assembled	180.3	5.1	51922	6223811	Pseudomonas syringae;100.0%	294	1627	PSE_AA0536AA_AS
PSE_AA3924AA	NZ37	SRR5196187;ILLUMINA;Paired;;SRX2511853;SRA	Environment	Plant	Actinidia sp.	2010				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197082	SRS1935547	2023-05-14	2017-02-17	PSE_AA3924AA	Assembled	80.2	5.1	51923	6219678	Pseudomonas syringae;100.0%	296	1460	PSE_AA0537AA_AS
PSE_AA3925AA	NZ38	SRR5196186;ILLUMINA;Paired;;SRX2511852;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197083	SRS1935545	2023-05-14	2017-02-17	PSE_AA3925AA	Assembled	123.4	5.1	51923	6215478	Pseudomonas syringae;100.0%	289	1301	PSE_AA0538AA_AS
PSE_AA3926AA	NZ39	SRR5196185;ILLUMINA;Paired;;SRX2511851;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197084	SRS1935544	2023-05-14	2017-02-17	PSE_AA3926AA	Assembled	69.7	5.1	51923	6214521	Pseudomonas syringae;100.0%	289	1737	PSE_AA0539AA_AS
PSE_AA3927AA	NZ40	SRR5196184;ILLUMINA;Paired;;SRX2511850;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197085	SRS1935543	2023-05-14	2017-02-17	PSE_AA3927AA	Assembled	94	5.1	51782	6212983	Pseudomonas syringae;100.0%	289	1516	PSE_AA0540AA_AS
PSE_AA3928AA	NZ41	SRR5196183;ILLUMINA;Paired;;SRX2511849;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197086	SRS1935542	2023-05-14	2017-02-17	PSE_AA3928AA	Assembled	106.8	5.1	51922	6212666	Pseudomonas syringae;100.0%	288	1380	PSE_AA0541AA_AS
PSE_AA3929AA	NZ42	SRR5196182;ILLUMINA;Paired;;SRX2511848;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197087	SRS1935541	2023-05-14	2017-02-17	PSE_AA3929AA	Assembled	130.4	5.1	51923	6213644	Pseudomonas syringae;100.0%	291	1294	PSE_AA0542AA_AS
PSE_AA3930AA	NZ43	SRR5196181;ILLUMINA;Paired;;SRX2511847;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197088	SRS1935540	2023-05-14	2017-02-17	PSE_AA3930AA	Assembled	119.9	5.1	51923	6215638	Pseudomonas syringae;100.0%	291	1358	PSE_AA0543AA_AS
PSE_AA3931AA	NZ45	SRR5196180;ILLUMINA;Paired;;SRX2511846;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197089	SRS1935539	2023-05-14	2017-02-17	PSE_AA3931AA	Assembled	125.7	5.1	46255	6292679	Pseudomonas syringae;100.0%	333	2065	PSE_AA0544AA_AS
PSE_AA3932AA	NZ46	SRR5196178;ILLUMINA;Paired;;SRX2511845;SRA	ND	Plant	Actinidia chinensis	2012				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Omokoroa Beach				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197090	SRS1935538	2023-05-14	2017-02-17	PSE_AA3932AA	Assembled	109.6	5.1	51781	6216405	Pseudomonas syringae;100.0%	293	1331	PSE_AA0545AA_AS
PSE_AA3933AA	NZ47	SRR5196177;ILLUMINA;Paired;;SRX2511844;SRA	Environment	Plant	Actinidia sp.	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197091	SRS1935537	2023-05-14	2017-02-17	PSE_AA3933AA	Assembled	105.6	5.1	51782	6358679	Pseudomonas syringae;100.0%	303	1515	PSE_AA0546AA_AS
PSE_AA3934AA	NZ48	SRR5196176;ILLUMINA;Paired;;SRX2511843;SRA	ND	Plant	Actinidia chinensis	2013				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197092	SRS1935536	2023-05-14	2017-02-17	PSE_AA3934AA	Assembled	104.7	5.1	51923	6250358	Pseudomonas syringae;100.0%	294	1642	PSE_AA0547AA_AS
PSE_AA3935AA	NZ49	SRR5196175;ILLUMINA;Paired;;SRX2511842;SRA	Environment	Plant	Actinidia sp.	2011				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197093	SRS1935535	2023-05-14	2017-02-17	PSE_AA3935AA	Assembled	113.1	5.1	51922	6221725	Pseudomonas syringae;100.0%	291	1351	PSE_AA0548AA_AS
PSE_AA3936AA	NZ54	SRR5196174;ILLUMINA;Paired;;SRX2511841;SRA	ND	Plant	Actinidia chinensis	2014				Oceania	New Zealand	Auckland		Pukekohe				Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197094	SRS1935534	2023-05-14	2017-02-17	PSE_AA3936AA	Assembled	70.7	5.1	48472	6218691	Pseudomonas syringae;100.0%	296	2271	PSE_AA0549AA_AS
PSE_AA3937AA	NZ59	SRR5196173;ILLUMINA;Paired;;SRX2511840;SRA	Environment	Plant	Actinidia sp.	2015				Oceania	New Zealand							Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197095	SRS1935533	2023-05-14	2017-02-17	PSE_AA3937AA	Assembled	109.3	5.1	52652	6324234	Pseudomonas syringae;99.59%	291	1386	PSE_AA0550AA_AS
PSE_AA3938AA	NZ60	SRR5196172;ILLUMINA;Paired;;SRX2511839;SRA	Environment	Plant	Actinidia sp.	2015				Oceania	New Zealand							Massey University	Pseudomonas syringae				PRJNA359702	SRP097640	SAMN06197096	SRS1935532	2023-05-14	2017-02-17	PSE_AA3938AA	Assembled	38.4	5.1	51781	6214167	Pseudomonas syringae;100.0%	292	3424	PSE_AA0551AA_AS
PSE_AA3939AA	NZ-47	SRR5010915;PACBIO_SMRT;Single;;SRX2341862;SRA,SRR5010917;ILLUMINA;Paired;;SRX2341864;SRA,SRR5010916;PACBIO_SMRT;Single;;SRX2341863;SRA	Environment	Plant	Actinidia chinensis; leaves; Research orchard	2014	1	6		Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				New Zealand Institute for Plant and Food Research	Pseudomonas syringae				PRJNA339322	SRP093181	SAMN05589875	SRS1792514	2023-05-14	2016-12-31	PSE_AA3939AA	Assembled	105.6	5.1	51782	6358679	Pseudomonas syringae;100.0%	303	1515	PSE_AA0552AA_AS
PSE_AA3940AA	ICMP 20586	SRR5003787;PACBIO_SMRT;Single;;SRX2335708;SRA,SRR5003786;ILLUMINA;Paired;;SRX2335707;SRA	Environment	Plant	Actinidia deliciosa; kiwifruit orchard	2014				Oceania	New Zealand	Bay of Plenty	Western Bay of Plenty District	Te Puke				New Zealand Institute for Plant and Food Research	Pseudomonas syringae				PRJNA339321	SRP083354	SAMN05589874	SRS1657322	2023-05-14	2016-12-31	PSE_AA3940AA	Assembled	125.7	5.1	46255	6292679	Pseudomonas syringae;100.0%	333	2065	PSE_AA0553AA_AS
